:START_ID(User),:END_ID(Post)
32856,19349
32686,19350
30048,19351
8710,19352
18434,19353
32805,19355
14675,19356
32860,19357
14675,19358
27916,19359
14904,19360
32850,19361
32850,19362
32872,19363
8517,19364
32860,19365
32873,19366
32361,19367
14904,19368
32875,19370
14904,19371
3044,19372
32877,19373
32881,19374
32901,19377
30006,19378
836,19379
32905,19380
32904,19381
17122,19384
32908,19385
14904,19386
836,19387
30212,19388
30292,19390
32913,19391
32916,19392
16024,19393
29587,19394
32918,19395
32754,19396
32921,19397
14904,19398
2932,19399
32628,19400
32926,19401
32931,19402
21433,19404
32936,19405
31180,19406
32941,19407
29575,19410
32946,19411
32686,19412
29217,19419
836,19420
32848,19421
32926,19422
32963,19425
8370,19426
32961,19427
30928,19428
13087,19429
32628,19430
2723,19432
32686,19433
381,19434
8337,19435
24885,19436
32979,19437
8432,19438
23733,19439
26562,19440
23305,19441
32989,19442
27347,19443
924,19445
14904,19446
33001,19449
33005,19452
8432,19455
33011,19456
555,19457
14904,19458
30578,19459
30578,19460
33016,19462
836,19463
33018,19465
33020,19466
30212,19467
27916,19468
14372,19470
8432,19471
14904,19472
32230,19474
33046,19475
33020,19476
33047,19477
33050,19478
3397,19479
33051,19481
33057,19482
2932,19483
2932,19484
32963,19485
30212,19486
30212,19487
24593,19489
33072,19490
29575,19491
8650,19493
32130,19494
27265,19495
29217,19496
33091,19497
33092,19498
33095,19499
16024,19500
26700,19502
26700,19503
31446,19504
33095,19505
14675,19506
12473,19508
33106,19509
2932,19510
33110,19514
1077,19516
33118,19517
17177,19518
33128,19519
29575,19520
33130,19521
28291,19523
23380,19526
28937,19527
31599,19530
30212,19531
17208,19532
30492,19536
30212,19537
33158,19538
23305,19539
33167,19540
33168,19541
33171,19543
381,19544
33175,19545
33176,19546
17177,19547
17177,19548
4881,19549
17177,19550
924,19551
17290,19552
13518,19553
26700,19554
33083,19555
14657,19557
27460,19558
108,19559
33194,19560
24119,19562
32230,19563
14675,19564
33199,19565
33202,19567
23305,19568
33047,19569
12515,19570
26163,19571
381,19572
33020,19575
32686,19576
31179,19577
32908,19578
33020,19579
836,19581
33020,19583
6514,19584
33221,19586
33226,19587
33226,19588
32854,19589
14675,19590
33230,19591
14904,19593
32230,19594
33199,19595
14675,19596
14560,19600
33238,19602
33020,19603
32266,19605
32361,19606
30363,19611
33020,19612
33020,19613
24119,19614
33188,19615
22012,19617
31072,19618
33272,19620
836,19621
32888,19624
33150,19625
33281,19626
30928,19627
30036,19629
12515,19630
33150,19631
31245,19632
33237,19633
122,19638
8370,19639
15064,19641
33306,19643
30048,19644
14675,19646
33312,19647
20407,19648
32220,19649
30335,19651
30335,19653
24119,19654
924,19656
2932,19657
12515,19658
33326,19660
18843,19661
33333,19666
30962,19670
33340,19671
108,19672
26686,19673
33245,19674
33349,19675
33352,19676
2932,19677
33353,19678
33361,19681
33362,19682
33353,19683
33367,19685
33368,19686
33379,19687
33382,19689
33386,19692
32686,19693
836,19694
32164,19695
32164,19696
31822,19697
33390,19698
30856,19699
33392,19700
26899,19701
26899,19702
26899,19703
32963,19704
836,19706
33020,19707
33020,19708
33353,19709
11007,19710
33393,19711
31595,19713
23679,19714
32989,19715
2932,19716
33353,19717
26899,19718
2932,19720
12515,19721
12515,19722
11124,19726
12515,19727
26444,19728
33407,19729
33407,19730
33417,19732
32805,19733
26105,19735
14675,19736
26105,19737
29217,19738
1289,19739
33429,19740
33432,19742
14675,19743
24885,19744
33188,19746
6431,19747
33404,19748
33353,19749
29217,19750
14560,19751
33447,19753
33451,19755
23305,19756
33453,19758
33160,19760
28600,19765
33440,19767
33476,19768
21319,19770
23305,19771
33453,19773
33199,19774
836,19777
31822,19778
31822,19781
33495,19782
27958,19784
25935,19786
33447,19787
32230,19788
25429,19789
31736,19790
358,19791
32686,19793
33509,19794
33515,19797
33011,19798
13727,19800
33018,19801
33519,19802
27114,19804
27616,19805
27114,19806
28175,19807
33202,19808
31072,19809
33530,19812
33531,19813
33532,19814
358,19816
26444,19817
33538,19818
33011,19819
33540,19820
16212,19822
33551,19824
33547,19825
836,19826
8878,19827
1257,19828
33567,19829
8370,19831
33478,19833
5233,19835
33584,19839
25935,19840
33587,19842
33386,19844
8370,19845
33598,19846
33604,19847
27237,19848
33386,19849
28685,19850
28685,19851
33609,19852
33610,19853
32440,19854
19046,19855
33612,19856
33613,19857
33614,19858
32440,19859
33011,19860
7939,19861
836,19862
33603,19864
33603,19865
23708,19866
33637,19869
31822,19870
33643,19871
33642,19872
33598,19873
33377,19874
30928,19875
33646,19876
30212,19878
33658,19879
33663,19880
17696,19881
32429,19882
836,19883
33668,19888
33672,19889
29575,19890
31457,19892
33677,19893
32667,19894
33680,19895
33685,19896
33686,19897
33689,19898
33603,19899
30381,19900
33386,19901
33693,19902
30519,19905
21560,19908
33701,19909
33701,19910
33183,19911
33603,19912
33708,19914
33713,19915
25454,19916
33646,19917
32440,19918
23305,19920
33728,19922
12515,19923
8904,19924
33272,19925
33701,19928
381,19930
108,19931
33135,19933
33272,19934
33646,19935
32429,19936
33763,19940
23305,19941
32763,19943
33784,19945
33781,19946
32757,19947
33781,19948
17696,19950
33807,19951
33811,19952
33812,19953
33812,19954
413,19957
33806,19958
33825,19959
33258,19960
33828,19961
31188,19962
33831,19964
33386,19965
29277,19966
15412,19967
27983,19968
33841,19970
33844,19971
33838,19972
836,19973
33854,19975
26687,19976
33868,19977
6391,19979
17305,19980
24593,19981
33838,19983
33838,19984
33781,19985
33878,19986
33460,19987
33881,19988
836,19989
33884,19990
33838,19991
14904,19994
33386,19995
32989,19997
33198,19998
8370,19999
30212,20000
33905,20001
33738,20002
924,20004
33852,20005
33701,20006
31822,20008
33921,20011
33922,20012
33838,20013
32686,20016
33941,20019
33877,20020
32906,20021
15496,20023
33948,20024
32906,20025
33947,20026
33955,20029
33954,20030
33926,20031
33963,20032
33966,20033
33967,20034
33934,20035
33970,20036
8041,20037
33287,20038
33603,20043
12206,20045
836,20046
24593,20047
33934,20048
33603,20049
26444,20051
33986,20052
24119,20054
33993,20055
30538,20056
34002,20058
30212,20059
30212,20060
34006,20061
34006,20062
33816,20063
31093,20064
6648,20065
31093,20067
30212,20068
33970,20071
34037,20074
34036,20075
33838,20076
33231,20077
21608,20078
34042,20079
33540,20080
33603,20081
33970,20082
34048,20084
30212,20085
34052,20086
34053,20087
30212,20088
836,20091
33934,20094
34063,20095
16050,20098
34083,20099
20618,20100
34090,20102
30212,20103
17036,20104
8214,20105
31736,20108
18818,20111
15847,20112
27526,20113
33386,20114
8214,20115
33540,20116
34110,20117
34116,20118
29575,20119
33838,20120
8878,20122
34127,20123
34130,20124
34106,20125
18626,20127
33603,20128
27526,20129
29428,20130
32220,20131
33386,20132
34153,20133
34153,20134
34153,20135
24077,20136
34153,20137
34153,20138
34042,20139
30212,20141
836,20142
34160,20143
31154,20145
31154,20146
32130,20147
34165,20148
34165,20149
1330,20150
1330,20151
1330,20152
1330,20153
1330,20154
31046,20155
33301,20156
20618,20157
34092,20159
34184,20165
20766,20166
33838,20168
34042,20169
33716,20170
21608,20171
32686,20172
34201,20173
14588,20174
836,20175
34204,20176
34213,20177
27526,20178
27616,20179
836,20180
33738,20181
34223,20183
14588,20184
34227,20186
30212,20187
33478,20188
34238,20190
30835,20192
33499,20193
33838,20198
34253,20199
8432,20200
17539,20201
26127,20202
24000,20203
29217,20205
34267,20207
33777,20208
8370,20209
34269,20210
34116,20211
34269,20212
34270,20213
10671,20217
34281,20218
25429,20219
1330,20220
34284,20221
34037,20222
27342,20223
28523,20225
33603,20226
33603,20227
33603,20228
836,20230
2576,20231
2576,20232
82,20234
23731,20235
33417,20236
23644,20237
34269,20238
34130,20239
34177,20241
34310,20242
32402,20243
34315,20245
30835,20246
34322,20247
34324,20248
25429,20249
6648,20251
17271,20252
836,20253
19000,20254
8013,20256
924,20257
378,20258
836,20259
32367,20261
9257,20262
32901,20263
8820,20271
35383,20274
4668,20275
33838,20277
29208,20280
16922,20281
35384,20282
35392,20283
35394,20284
24575,20286
35399,20289
82,20290
33701,20291
34116,20292
82,20293
35405,20295
15412,20296
23983,20297
16024,20299
33150,20300
836,20301
21755,20302
35414,20303
27916,20304
1330,20307
35420,20308
35421,20309
30212,20312
1330,20314
1330,20315
24000,20316
1330,20317
33907,20318
33701,20319
24000,20320
16162,20321
7969,20322
20618,20326
33704,20327
27873,20329
17177,20330
18641,20333
33841,20336
33841,20337
30006,20339
35461,20340
34130,20341
34130,20342
17177,20343
35449,20345
34130,20346
33716,20347
35468,20349
35472,20350
34269,20351
26559,20353
33544,20354
23305,20355
32374,20356
1330,20357
1330,20358
35481,20359
35484,20360
31563,20363
24696,20364
35491,20365
35491,20366
24575,20367
30006,20371
35508,20372
35512,20373
29587,20376
29587,20377
27581,20378
35481,20379
34333,20380
35521,20382
15915,20386
35496,20389
34036,20392
35542,20393
25454,20394
33812,20395
26329,20397
8370,20399
29587,20401
33245,20403
32989,20404
35562,20405
35563,20406
31456,20407
33448,20409
35570,20410
35573,20411
34017,20413
35579,20414
35584,20415
34324,20416
15613,20418
7922,20419
924,20420
33179,20421
32343,20422
35597,20423
836,20424
836,20426
14906,20427
16853,20428
8370,20429
32500,20430
35602,20431
33812,20432
33812,20433
1330,20434
35605,20435
31822,20436
836,20437
33922,20440
23138,20442
8560,20443
34153,20445
35650,20451
35587,20452
5247,20453
5247,20454
5247,20455
35657,20456
35663,20457
14588,20463
35650,20464
35650,20465
35679,20466
35679,20467
31434,20468
31434,20469
35685,20470
4668,20471
29767,20472
30536,20473
35697,20474
35701,20476
34130,20480
35714,20483
19161,20484
35710,20485
35716,20486
29587,20487
35718,20489
35718,20490
35723,20491
35729,20493
924,20494
24011,20495
24011,20496
24011,20497
836,20498
35738,20499
14588,20500
27114,20502
35679,20503
776,20504
35746,20505
24119,20506
31434,20507
35751,20510
35698,20511
836,20512
35656,20513
35764,20517
34130,20518
30212,20519
35772,20520
33171,20521
30464,20522
33812,20523
19161,20524
26125,20525
1330,20527
1330,20528
12515,20529
35795,20533
33338,20534
12515,20535
29580,20536
33738,20537
30464,20538
35718,20539
14588,20540
33338,20541
836,20542
32535,20543
35807,20544
27983,20545
35812,20546
35814,20547
35816,20548
35817,20549
1330,20550
1330,20551
35541,20553
2862,20554
35829,20555
35718,20557
34153,20558
27114,20559
25426,20561
35795,20563
35718,20564
35847,20565
8560,20566
35718,20569
29217,20571
22012,20572
31948,20573
14904,20575
26329,20578
35812,20580
34075,20582
6648,20583
35872,20584
31135,20586
35420,20587
27394,20588
35906,20592
35908,20593
35910,20594
35718,20595
6477,20596
35919,20601
35930,20604
33922,20606
36935,21610
29575,21611
29575,21612
28138,21618
17538,21619
24000,21620
24885,21622
24885,21623
24885,21625
24885,21626
24885,21627
24885,21628
24885,21629
24885,21630
24885,21632
24885,21633
35541,21634
35541,21635
36958,21637
32947,21638
35718,21639
36971,21640
32192,21643
30464,21645
33922,21646
15527,21647
35549,21650
37002,21652
33020,21655
32854,21658
37020,21659
37024,21660
32650,21662
33338,21665
32882,21666
37044,21667
33137,21668
33701,21669
23708,21672
23708,21673
17538,21675
37054,21676
37063,21677
37059,21678
37022,21679
37022,21680
33701,21681
29217,21683
1330,21685
1330,21688
37086,21689
1330,21693
33701,21694
37088,21695
37088,21696
37096,21699
37045,21701
9123,21702
35549,21705
35549,21706
15613,21707
37108,21710
37109,21711
37109,21713
37116,21716
37128,21719
27460,21720
19161,21721
37132,21722
1330,21723
21,21724
31434,21725
1330,21726
6648,21727
24409,21729
381,21730
24593,21731
37149,21733
36935,21734
24409,21735
35902,21737
37164,21742
26856,21743
37169,21744
27226,21748
37153,21749
24409,21750
24895,21752
33812,21753
30212,21754
37184,21755
1330,21756
1330,21757
37186,21758
14301,21759
37187,21760
29217,21761
33020,21762
37196,21765
37200,21766
26239,21768
31092,21769
35902,21771
35902,21772
24000,21774
24000,21775
35541,21777
37221,21779
37225,21780
28584,21782
22012,21783
33922,21784
15527,21785
37258,21786
37259,21788
37258,21789
37262,21791
37268,21792
31072,21794
723,21795
35541,21798
37278,21800
37280,21803
8560,21804
8560,21805
37289,21806
37298,21809
37288,21810
3546,21814
-1,21817
35902,21818
32882,21820
34036,21821
14588,21824
37331,21826
33242,21828
30212,21829
32805,21830
37324,21832
836,21833
30212,21834
34130,21835
27983,21838
37345,21839
37346,21840
37330,21841
1330,21845
37345,21848
37301,21849
-1,21850
-1,21851
24000,21852
8878,21853
-1,21854
24000,21855
15527,21856
11097,21857
37371,21859
8820,21862
35449,21863
37014,21864
37380,21866
37109,21868
32805,21869
8013,21870
28685,21871
21471,21872
37330,21875
37330,21876
33603,21877
29587,21878
12473,21880
29587,21881
836,21882
37395,21883
35541,21884
37300,21887
33603,21888
37406,21889
35541,21892
37432,21895
28175,21896
31599,21897
836,21899
31599,21900
33137,21902
30212,21903
33137,21904
37447,21905
37453,21909
37455,21911
37460,21912
5041,21914
28175,21916
35650,21917
33171,21918
37471,21919
6648,21920
37109,21921
924,21924
31696,21926
16024,21928
37483,21929
31599,21931
18626,21933
37484,21934
37330,21935
26961,21936
8878,21937
18465,21938
37499,21939
23305,21940
31599,21942
23305,21943
16853,21944
37507,21945
37512,21950
37516,21951
32637,21952
20766,21953
27916,21954
37532,21955
836,21956
37537,21958
37539,21959
37544,21961
1330,21962
32280,21963
33973,21966
23305,21971
37548,21972
37549,21973
37550,21974
35917,21975
29805,21976
1426,21978
37561,21980
37502,21982
26121,21983
37571,21984
35644,21986
29805,21987
37574,21988
2968,21990
836,21992
13235,21994
1330,21995
1330,21996
1330,21997
35420,21998
35541,21999
30006,22000
37495,22001
37584,22002
31307,22003
37590,22004
25742,22005
25742,22006
37397,22008
16050,22009
34110,22010
37596,22011
2454,22013
37604,22014
924,22015
37546,22016
381,22017
23437,22018
1409,22020
8013,22021
27983,22022
29345,22023
37467,22024
17290,22025
37626,22026
27983,22027
37629,22029
14588,22030
35713,22031
30212,22032
37630,22033
35930,22036
8432,22037
33646,22038
1426,22042
31513,22043
33646,22044
37646,22045
37648,22047
30360,22048
32280,22049
32905,22050
37658,22051
13833,22052
13833,22053
37330,22054
15533,22055
27983,22057
16024,22058
37664,22059
37665,22060
16024,22061
37059,22062
37666,22063
1085,22064
2433,22065
31599,22066
2433,22068
2433,22069
32882,22070
14675,22071
35930,22072
8432,22073
30964,22074
32882,22075
23305,22076
14675,22077
37510,22078
37680,22080
28572,22081
836,22083
33907,22084
13736,22086
31484,22087
37698,22088
37109,22089
37698,22090
26856,22093
15533,22094
14904,22095
37109,22096
30964,22097
8878,22098
36971,22100
37715,22101
35541,22102
37548,22103
37716,22104
20492,22105
37626,22107
30928,22109
37720,22110
106,22113
23305,22116
32860,22117
37736,22118
37739,22119
1330,22120
14675,22121
24593,22122
37747,22126
17538,22127
15613,22128
37752,22129
30536,22131
8820,22132
37604,22136
37760,22137
37727,22138
30212,22139
37761,22140
14904,22141
14675,22142
37770,22143
20327,22145
37771,22146
37626,22147
106,22150
1330,22151
15533,22153
14904,22154
37548,22163
3314,22164
33838,22168
2576,22169
37804,22170
37810,22173
37811,22174
8432,22176
37814,22177
836,22178
25429,22179
37678,22181
37786,22182
14904,22183
37548,22185
34165,22186
35449,22187
37830,22188
37831,22190
11097,22191
8041,22192
37845,22193
31599,22194
37847,22195
37794,22196
23305,22197
37510,22198
31599,22199
31599,22202
37866,22205
17290,22206
836,22207
17290,22208
37548,22209
35930,22211
37548,22212
11097,22214
37883,22215
31599,22217
8432,22218
24657,22220
836,22221
32429,22222
37510,22223
37898,22225
37899,22226
35930,22228
37915,22229
26856,22230
14904,22231
30964,22232
37059,22233
37921,22234
13833,22235
21,22237
33738,22239
35930,22240
32697,22241
37932,22242
37484,22244
37934,22245
29157,22246
31086,22247
14904,22249
2647,22250
1330,22251
1330,22252
37942,22253
33150,22254
37775,22255
36971,22257
32697,22258
37952,22259
37548,22260
26961,22261
8432,22264
37059,22266
37397,22267
35597,22269
12942,22270
37977,22271
20492,22272
37979,22273
14675,22275
37984,22277
33298,22280
37991,22281
37996,22283
1330,22284
836,22285
16238,22286
10345,22287
28716,22288
18418,22289
37999,22290
37991,22292
18418,22293
38003,22294
18418,22295
18418,22296
38014,22297
34165,22299
38019,22300
13518,22301
37736,22302
37736,22303
38031,22306
17810,22307
1330,22309
2841,22310
38032,22311
8820,22312
38036,22313
37363,22314
28556,22317
28474,22318
28474,22319
37986,22324
25504,22325
2932,22326
38063,22327
836,22328
33020,22329
836,22334
11097,22335
17959,22336
29806,22337
14675,22338
32697,22339
15738,22340
38086,22341
38089,22342
38091,22343
37827,22344
23402,22346
11097,22348
38098,22349
30107,22350
38101,22351
38096,22352
30107,22353
38105,22354
38107,22355
2932,22356
38110,22357
2932,22359
38112,22360
38112,22361
38118,22362
24593,22363
37986,22365
29575,22366
8820,22367
38134,22368
37809,22369
29157,22370
14909,22371
38142,22373
2576,22374
8878,22375
34165,22379
38154,22382
1330,22385
21560,22386
33338,22387
33338,22388
37983,22395
38177,22398
29575,22401
29575,22402
38188,22405
37604,22406
38216,22407
38202,22408
38204,22409
381,22410
33980,22412
836,22413
38213,22414
1330,22415
33716,22416
29575,22417
8754,22418
38078,22421
18418,22423
18418,22424
18418,22425
1330,22426
1330,22427
38231,22428
38234,22430
8501,22433
37109,22434
14904,22437
38136,22438
38257,22439
8878,22440
15664,22441
33137,22442
34165,22443
35541,22444
38261,22445
30212,22447
8819,22448
32402,22450
32543,22453
38272,22454
37775,22456
38284,22457
14517,22458
20492,22460
38291,22461
35596,22464
25766,22465
14904,22468
38306,22470
21,22471
836,22472
34165,22474
38322,22475
37548,22476
33466,22477
38308,22478
38327,22481
38314,22483
471,22484
836,22486
836,22487
34028,22488
27114,22489
32424,22491
38339,22494
38302,22496
381,22497
32850,22498
37330,22499
38355,22501
38355,22502
38355,22503
1029,22505
1029,22506
38355,22507
1029,22508
1330,22511
1330,22512
38361,22513
30212,22515
38371,22516
38377,22519
38379,22520
33922,22521
18418,22522
38385,22523
2932,22524
38379,22525
33980,22526
26700,22529
28317,22530
34028,22531
11061,22532
38400,22534
38395,22536
30043,22537
37059,22540
33466,22542
38426,22544
38429,22545
29392,22546
38436,22550
386,22551
34028,22552
38438,22553
34028,22554
38439,22555
38440,22556
924,22557
20372,22559
38446,22560
33530,22564
28832,22565
38419,22566
38460,22568
28685,22569
38306,22571
17484,22572
21560,22574
38466,22575
30212,22576
17208,22577
38467,22581
38470,22582
38355,22584
38472,22587
38476,22590
38487,22593
34028,22594
1085,22595
38492,22598
38395,22605
38183,22608
1330,22612
18418,22613
18418,22614
27916,22616
38339,22618
11097,22619
38339,22620
38339,22621
38339,22622
38339,22623
16581,22624
8820,22626
38523,22627
6391,22629
38527,22630
15850,22632
1330,22634
15533,22636
24119,22638
38538,22639
9123,22640
924,22641
21254,22643
12448,22644
31086,22646
16024,22648
16024,22649
38550,22650
31086,22651
30212,22653
38566,22658
38096,22660
30397,22661
38477,22662
8995,22663
38576,22665
1330,22666
38579,22667
38419,22668
38355,22669
37808,22670
20372,22671
38320,22672
14588,22675
38583,22677
38584,22678
38589,22679
21,22680
37626,22683
38593,22684
15850,22685
38379,22686
386,22687
34028,22688
20372,22689
18418,22690
2723,22691
33738,22694
21254,22696
38608,22697
38395,22699
37118,22702
13618,22703
836,22704
38626,22705
38581,22706
38630,22707
38419,22708
37217,22709
38637,22710
12448,22711
33886,22712
17208,22713
17208,22714
4841,22715
37301,22716
34028,22717
1330,22719
30921,22720
38663,22722
38395,22725
30006,22727
16911,22729
38395,22730
37330,22731
6550,22732
38673,22733
836,22734
38674,22735
38678,22736
21319,22737
32762,22738
32637,22739
32762,22740
38355,22741
33171,22742
38657,22743
38355,22744
31086,22745
38695,22746
38692,22747
1330,22748
33922,22749
38703,22750
38704,22751
1330,22752
33922,22754
38717,22755
32762,22756
37590,22757
38723,22759
34165,22760
20429,22762
38657,22764
38734,22765
13155,22766
38736,22767
34028,22769
38735,22770
38739,22771
30964,22772
37363,22773
23305,22775
24792,22776
14904,22777
836,22778
836,22779
34028,22781
30641,22782
38758,22783
30107,22784
30107,22785
34033,22786
1154,22788
836,22793
38791,22795
38790,22796
38791,22797
381,22798
18513,22802
18513,22803
31776,22804
38767,22805
33134,22807
38815,22808
14904,22809
38818,22810
35910,22811
21254,22813
38355,22814
38657,22815
21254,22816
1330,22817
28658,22819
26243,22820
37924,22821
37924,22822
37924,22823
38477,22825
38395,22828
34322,22830
31736,22831
26329,22832
34130,22833
17290,22834
14588,22836
38355,22837
37810,22838
30212,22839
2932,22840
38732,22846
20429,22849
836,22850
14675,22851
38884,22852
23305,22853
38887,22854
38887,22855
38887,22856
38887,22857
38887,22858
37703,22859
38892,22860
38791,22863
38865,22864
924,22865
14904,22866
38901,22867
37626,22869
38903,22871
38887,22872
32503,22873
37775,22874
33922,22875
27586,22878
38377,22881
38960,22884
37045,22888
35809,22889
35809,22890
17290,22891
14684,22893
108,22896
38983,22897
33812,22898
33718,22899
13748,22900
21690,22901
1330,22902
1330,22905
1330,22906
39007,22908
13809,22910
924,22913
33025,22915
8794,22916
38903,22917
30107,22920
39052,22924
37301,22929
8820,22930
2647,22931
2515,22933
39071,22934
18418,22936
5380,22939
38657,22941
14588,22943
38395,22944
20884,22945
836,22946
1330,22947
1330,22948
30212,22950
28175,22952
381,22953
33183,22954
381,22955
33510,22957
39107,22958
39109,22960
39110,22961
17310,22962
39112,22964
33922,22965
38791,22968
17290,22969
17208,22970
836,22971
39136,22974
13748,22976
39139,22977
39112,22978
39158,22981
39160,22982
30360,22984
843,22985
33812,22986
39179,22988
39182,22990
988,22991
39189,22992
38917,22994
836,22995
33812,22996
39194,22998
39196,23002
37866,23003
1330,23004
39206,23006
39208,23007
12533,23008
39218,23012
39229,23014
381,23015
33194,23016
35889,23017
20400,23018
39234,23019
39236,23020
14904,23021
14904,23022
39237,23023
28915,23024
8370,23025
38917,23027
37808,23029
28038,23030
39253,23035
38377,23036
17310,23037
39258,23038
34153,23039
34153,23040
34153,23041
39253,23042
39261,23043
14904,23044
31681,23046
34269,23049
38047,23050
39274,23052
39282,23055
39281,23056
17290,23057
17290,23058
39287,23059
38887,23060
39292,23061
38887,23062
38887,23063
9657,23065
39300,23066
39301,23067
39302,23068
18984,23069
39308,23070
39311,23072
39311,23073
381,23074
20618,23075
38887,23076
38887,23077
38887,23078
38887,23079
39319,23080
2515,23081
39325,23082
39328,23083
2515,23087
2515,23088
924,23091
2515,23092
27122,23094
27122,23095
27122,23096
27122,23097
27122,23098
27122,23099
39356,23100
10810,23101
39363,23105
836,23106
14904,23109
39378,23112
29217,23113
30884,23114
25320,23115
39391,23119
26173,23121
8285,23123
16050,23124
39331,23129
37986,23130
23708,23131
39423,23132
924,23133
924,23134
39425,23136
836,23138
836,23139
29217,23143
24895,23144
33600,23145
39440,23146
39442,23148
28915,23150
15527,23154
39081,23156
35596,23157
13100,23158
39461,23159
381,23160
29644,23161
836,23162
39465,23164
39468,23165
30212,23166
30212,23167
13748,23169
18249,23170
29575,23173
13748,23174
13748,23175
13748,23176
9299,23178
1330,23179
1330,23180
1330,23181
1330,23182
39198,23183
39007,23184
39483,23185
2515,23186
13748,23187
34028,23188
39234,23189
39488,23191
39488,23192
39490,23193
39501,23194
39477,23196
39508,23197
39117,23201
14909,23202
30212,23203
39508,23204
24895,23205
39508,23206
39513,23207
28175,23211
34165,23213
31086,23214
381,23215
1330,23216
1330,23217
836,23218
39533,23219
39534,23220
39529,23221
20492,23222
16338,23223
2515,23224
39538,23226
33738,23229
39553,23230
39508,23232
39513,23233
39564,23236
1330,23237
28915,23238
39261,23239
836,23243
39577,23245
39580,23247
25429,23250
39599,23253
39600,23254
13748,23255
836,23256
39601,23257
836,23258
23614,23259
39613,23261
201,23262
21,23263
201,23264
38892,23265
39620,23266
8820,23267
201,23268
30567,23269
39624,23270
18903,23271
29575,23272
924,23275
39640,23276
28317,23277
18249,23278
38418,23280
3410,23281
13727,23282
39656,23285
39661,23286
28175,23287
30212,23288
11080,23289
11080,23290
39664,23291
38657,23294
10216,23295
836,23296
38054,23297
30335,23298
32640,23299
381,23301
34089,23306
836,23307
836,23308
34036,23309
14675,23311
7812,23313
18574,23314
39640,23316
39135,23317
836,23318
37330,23320
35503,23322
25183,23323
4868,23325
39706,23326
39663,23327
35454,23328
39663,23330
39708,23331
30212,23332
39715,23334
836,23335
39722,23337
9003,23338
23759,23339
33237,23340
39733,23341
2515,23342
39738,23343
39741,23344
836,23345
39653,23346
9123,23348
39755,23350
27983,23351
39756,23352
39757,23353
37986,23354
38145,23357
38145,23358
38145,23360
37626,23361
14070,23362
27983,23367
27983,23369
31188,23371
39767,23372
39716,23373
122,23374
39513,23375
11097,23376
25104,23377
34036,23378
17538,23379
38145,23381
37739,23382
37059,23383
24235,23384
14904,23386
29217,23387
39760,23388
33338,23390
8875,23392
1330,23395
924,23396
39513,23397
39811,23398
843,23399
31270,23400
39814,23402
39815,23403
836,23405
38145,23406
39827,23407
38145,23408
38145,23410
37484,23411
14913,23412
38145,23413
39442,23416
30212,23417
39845,23419
39845,23420
15527,23422
39851,23423
19161,23425
39854,23427
39859,23429
14357,23430
39645,23432
9123,23436
39569,23437
12942,23439
18375,23441
30392,23442
39896,23443
836,23444
39902,23445
13727,23447
39223,23449
39918,23453
17959,23454
39920,23455
39922,23457
39853,23459
38887,23461
39929,23462
14675,23463
39198,23464
836,23466
29026,23468
30212,23470
39941,23472
10216,23473
39533,23474
39945,23475
39949,23477
39814,23479
16220,23480
30335,23481
836,23482
18375,23483
30712,23484
39929,23486
39963,23487
17558,23488
39965,23489
12942,23490
39974,23491
39982,23492
28175,23493
39706,23496
39993,23497
39992,23498
30212,23500
18375,23502
30212,23503
31731,23504
12942,23506
30712,23507
40002,23509
40003,23510
836,23511
40008,23513
1330,23515
40016,23516
40020,23517
14904,23518
40026,23519
10216,23520
27916,23521
10216,23522
14048,23523
19212,23525
30107,23527
30107,23528
40030,23531
14904,23532
39752,23533
3594,23534
40035,23535
14904,23536
2515,23538
33702,23539
23909,23540
8370,23541
8370,23542
836,23543
12942,23545
40039,23547
12942,23548
40042,23549
30542,23551
40045,23553
16911,23554
16647,23557
4868,23558
40063,23560
21608,23561
38145,23563
30107,23564
40074,23565
836,23568
37776,23571
13748,23573
9123,23575
25157,23576
40093,23577
27038,23578
40058,23580
30212,23582
40002,23585
39547,23586
12942,23587
2515,23589
40134,23591
40159,23593
33812,23594
40160,23595
40162,23596
9123,23597
40166,23598
40167,23600
9123,23601
28317,23603
16487,23606
39331,23607
40178,23608
30107,23609
18375,23611
28175,23613
40180,23614
40182,23615
37931,23616
40184,23617
24885,23618
24885,23621
39547,23622
40197,23623
38892,23625
13727,23626
39764,23629
40210,23630
37059,23634
32745,23636
40224,23637
37986,23638
40219,23639
21608,23640
34028,23641
40039,23642
10216,23643
32762,23644
25157,23646
40235,23647
13391,23648
836,23649
8517,23650
40240,23651
39081,23652
30212,23653
30107,23656
40255,23657
33812,23659
40260,23661
40263,23662
12942,23664
37059,23665
38887,23666
39820,23667
37059,23668
40270,23669
40147,23670
39715,23671
37279,23672
31135,23674
40285,23675
8820,23676
23305,23677
20492,23679
40296,23680
13736,23681
26562,23682
6567,23685
27714,23687
40270,23688
28780,23689
14904,23690
40330,23691
15384,23692
36977,23693
14675,23694
836,23695
40343,23696
40010,23697
40285,23698
12448,23703
33812,23705
40370,23706
40371,23707
34130,23708
40372,23709
14904,23710
14904,23711
29931,23713
40378,23714
12942,23717
12942,23718
18722,23719
40384,23720
9847,23721
40385,23722
40385,23723
1330,23724
35908,23725
40388,23726
40391,23727
40388,23728
39949,23729
21433,23730
40357,23731
40399,23733
40400,23734
40384,23735
33838,23736
